#this file contains the output of the performance_and_conf_matrix.py script

#E-value treshold	Confusion matrix	ACC	TPR  FPR  MCC
0.00010170778674815344;[[314, 20], [0, 442424]];1.000;1.000;0.000;0.970
0.000108488305864697;[[314, 21], [0, 442423]];1.000;1.000;0.000;0.968
0.00011074847890354485;[[314, 23], [0, 442421]];1.000;1.000;0.000;0.965
0.00011752899802008842;[[314, 24], [0, 442420]];1.000;1.000;0.000;0.964
0.0001288298632143277;[[314, 25], [0, 442419]];1.000;1.000;0.000;0.962
0.0001378705553697191;[[314, 26], [0, 442418]];1.000;1.000;0.000;0.961
0.0001423909014474148;[[314, 27], [0, 442417]];1.000;1.000;0.000;0.960
0.00015143159360280623;[[314, 29], [0, 442415]];1.000;1.000;0.000;0.957
0.0001536917666416541;[[314, 32], [0, 442412]];1.000;1.000;0.000;0.953
0.00016725280487474121;[[314, 33], [0, 442411]];1.000;1.000;0.000;0.951
0.00016951297791358905;[[314, 36], [0, 442408]];1.000;1.000;0.000;0.947
0.00017177315095243692;[[314, 37], [0, 442407]];1.000;1.000;0.000;0.946
0.00017629349703013263;[[314, 38], [0, 442406]];1.000;1.000;0.000;0.944
0.00017855367006898047;[[314, 39], [0, 442405]];1.000;1.000;0.000;0.943
0.00018533418918552404;[[314, 40], [0, 442404]];1.000;1.000;0.000;0.942
0.00018985453526321975;[[314, 41], [0, 442403]];1.000;1.000;0.000;0.940
0.00020341557349630687;[[314, 42], [0, 442402]];1.000;1.000;0.000;0.939
0.00020793591957400258;[[314, 43], [0, 442401]];1.000;1.000;0.000;0.938
0.00021245626565169828;[[314, 44], [0, 442400]];1.000;1.000;0.000;0.936
0.00022375713084593757;[[314, 45], [0, 442399]];1.000;1.000;0.000;0.935
0.0002260173038847854;[[314, 46], [0, 442398]];1.000;1.000;0.000;0.934
0.00024861903427326397;[[314, 48], [0, 442396]];1.000;1.000;0.000;0.931
0.0002712207646617425;[[314, 52], [0, 442392]];1.000;1.000;0.000;0.926
0.00029382249505022104;[[314, 58], [0, 442386]];1.000;1.000;0.000;0.919
0.0003164242254386996;[[314, 59], [0, 442385]];1.000;1.000;0.000;0.917
0.0003390259558271781;[[314, 62], [0, 442382]];1.000;1.000;0.000;0.914
0.00036162768621565667;[[314, 73], [0, 442371]];1.000;1.000;0.000;0.901
0.00038422941660413523;[[314, 80], [0, 442364]];1.000;1.000;0.000;0.893
0.00040683114699261374;[[314, 83], [0, 442361]];1.000;1.000;0.000;0.889
0.0004294328773810923;[[314, 87], [0, 442357]];1.000;1.000;0.000;0.885
0.0004520346077695708;[[314, 92], [0, 442352]];1.000;1.000;0.000;0.879
0.0004746363381580494;[[314, 101], [0, 442343]];1.000;1.000;0.000;0.870
0.0004972380685465279;[[314, 104], [0, 442340]];1.000;1.000;0.000;0.867
0.0005198397989350065;[[314, 111], [0, 442333]];1.000;1.000;0.000;0.859
0.000542441529323485;[[314, 114], [0, 442330]];1.000;1.000;0.000;0.856
0.0005650432597119635;[[314, 116], [0, 442328]];1.000;1.000;0.000;0.854
0.0005876449901004421;[[314, 130], [0, 442314]];1.000;1.000;0.000;0.841
0.0006102467204889206;[[314, 139], [0, 442305]];1.000;1.000;0.000;0.832
0.0006328484508773992;[[314, 142], [0, 442302]];1.000;1.000;0.000;0.830
0.0006554501812658778;[[314, 148], [0, 442296]];1.000;1.000;0.000;0.824
0.0006780519116543562;[[314, 150], [0, 442294]];1.000;1.000;0.000;0.822
0.0007006536420428348;[[314, 154], [0, 442290]];1.000;1.000;0.000;0.819
